s,T,q_true,q_noisy
-8.764940239043824022e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.380000000000000115e-01
-9.163346613545816410e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.439999999999999891e-01
-9.960159362549801187e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.529999999999999971e-01
-1.075697211155378454e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.610000000000000042e-01
-1.135458167330677242e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.660000000000000087e-01
-1.155378486055776932e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.710000000000000131e-01
-1.235059760956175268e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.779999999999999916e-01
-1.274900398406374507e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.829999999999999960e-01
-1.314741035856573603e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.880000000000000004e-01
-1.354581673306772984e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.920000000000000040e-01
-1.394422310756972081e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.960000000000000075e-01
-1.494023904382470107e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.049999999999999878e-01
-1.573705179282868585e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.129999999999999949e-01
-1.653386454183267062e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.210000000000000020e-01
-1.752988047808764804e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.290000000000000091e-01
-1.852589641434262830e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.379999999999999893e-01
-1.972111553784860689e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.469999999999999973e-01
-2.071713147410358431e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.550000000000000044e-01
-2.171314741035856457e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.660000000000000142e-01
-2.250996015936254935e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.720000000000000195e-01
-2.370517928286852509e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.819999999999999729e-01
-2.470119521912350535e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.909999999999999809e-01
-2.589641434262948110e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01
-2.689243027888446136e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.089999999999999969e-01
-2.768924302788844329e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.140000000000000013e-01
-2.908366533864542021e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.230000000000000093e-01
-3.027888446215139311e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.320000000000000173e-01
-3.127490039840637337e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.380000000000000226e-01
-3.167330677290836434e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.420000000000000262e-01
-3.286852589641434292e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.489999999999999769e-01
-3.446215139442231248e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01
-3.525896414342629441e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.659999999999999920e-01
-3.645418326693227300e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.739999999999999991e-01
-3.764940239043824590e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.820000000000000062e-01
-3.944223107569721378e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.950000000000000178e-01
-4.043824701195218836e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01
-4.243027888446214888e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.119999999999999774e-01
-4.362549800796812747e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.199999999999999845e-01
-4.482071713147410605e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.269999999999999907e-01
-4.581673306772908632e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.339999999999999969e-01
-4.681274900398406089e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.420000000000000040e-01
-4.800796812749003948e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000111e-01
-4.900398406374501974e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.590000000000000191e-01
-5.139442231075697691e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.729999999999999760e-01
-5.179282868525896220e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.769999999999999796e-01
-5.318725099601593911e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.869999999999999885e-01
-5.398406374501992104e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.919999999999999929e-01
-5.617529880478087989e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.050000000000000044e-01
-5.737051792828684711e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.110000000000000098e-01
-5.896414342629482235e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.220000000000000195e-01
-6.055776892430278622e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.310000000000000275e-01
-6.175298804780876480e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.370000000000000329e-01
-6.334661354581672867e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.470000000000000417e-01
-6.494023904382470391e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.530000000000000471e-01
-6.733067729083664972e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.649999999999999467e-01
-6.852589641434262830e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.729999999999999538e-01
-7.051792828685258883e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.829999999999999627e-01
-7.211155378486055270e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.939999999999999725e-01
-7.470119521912350820e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.049999999999999822e-01
-7.649402390438247039e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.159999999999999920e-01
-7.768924302788844898e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.219999999999999973e-01
-7.948207171314741117e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.290000000000000036e-01
-2.719033232628398622e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.899999999999999689e-02
-3.172205438066465177e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.700000000000000400e-02
-3.625377643504531733e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.199999999999999456e-02
-4.078549848942598288e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.900000000000000078e-02
-4.531722054380664133e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.699999999999999400e-02
-4.984894259818730688e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.199999999999999845e-02
-5.135951661631419540e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.400000000000000022e-02
-5.438066465256797244e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.800000000000000377e-02
-5.740181268882174948e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.029999999999999943e-01
-6.042296072507552651e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.079999999999999988e-01
-6.344410876132930355e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000023e-01
-6.646525679758308058e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.160000000000000059e-01
-6.948640483383685762e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.199999999999999956e-01
-7.250755287009063466e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.250000000000000000e-01
-7.552870090634441169e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.290000000000000036e-01
-8.157099697885196576e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.350000000000000089e-01
-8.459214501510574280e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000133e-01
-9.063444108761328266e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.459999999999999909e-01
-9.365558912386705970e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.489999999999999936e-01
-9.818731117824772525e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.559999999999999998e-01
-1.057401812688821678e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.630000000000000060e-01
-1.102719033232628334e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.680000000000000104e-01
-1.148036253776434990e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.729999999999999871e-01
-1.223564954682779415e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.819999999999999951e-01
-1.268882175226586071e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.880000000000000004e-01
-1.374622356495468125e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.990000000000000102e-01
-1.404833836858005895e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.020000000000000129e-01
-1.450151057401812693e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.069999999999999896e-01
-1.540785498489426004e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.149999999999999967e-01
-1.601208459214501545e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.220000000000000029e-01
-1.722054380664652342e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.320000000000000118e-01
-1.812688821752265653e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.399999999999999911e-01
-1.963746223564954505e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.520000000000000018e-01
-2.039274924471299073e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.590000000000000080e-01
-2.099697885196374614e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.640000000000000124e-01
-2.205438066465256668e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.740000000000000213e-01
-2.311178247734138722e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.829999999999999738e-01
-2.386706948640483290e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.889999999999999791e-01
-2.522658610271903115e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01
-2.613293051359516426e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.059999999999999942e-01
-2.688821752265860709e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.140000000000000013e-01
-2.854984894259818589e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.250000000000000111e-01
-2.945619335347431615e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.310000000000000164e-01
-3.096676737160120751e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.430000000000000271e-01
-3.187311178247733778e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.489999999999999769e-01
-3.308157099697884860e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.579999999999999849e-01
-3.429003021148035941e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.669999999999999929e-01
-3.580060422960725077e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.770000000000000018e-01
-3.700906344410876159e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.840000000000000080e-01
-3.791540785498489186e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.910000000000000142e-01
-3.942598187311178322e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01
-4.063444108761328835e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.079999999999999738e-01
-4.259818731117824768e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.199999999999999845e-01
-4.425981873111782079e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.299999999999999933e-01
-4.516616314199395674e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.349999999999999978e-01
-4.667673716012084242e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.480000000000000093e-01
-4.773413897280966580e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.570000000000000173e-01
-4.833836858006042121e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.600000000000000200e-01
-5.015105740181268743e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.729999999999999760e-01
-5.075528700906344284e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.769999999999999796e-01
-5.226586102719032851e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.879999999999999893e-01
-5.317220543806646447e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.939999999999999947e-01
-5.422960725075528217e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.010000000000000009e-01
-5.634441087613292893e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.140000000000000124e-01
-5.770392749244712149e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.210000000000000187e-01
-5.891238670694863231e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.290000000000000258e-01
-6.042296072507552935e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000355e-01
-2.808988764044944020e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.199999999999999956e-02
-3.511235955056179847e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.299999999999999545e-02
-4.073033707865168651e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000167e-02
-4.494382022471910432e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.599999999999999312e-02
-4.775280898876404478e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.999999999999999667e-02
-5.056179775280899236e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.500000000000000111e-02
-5.337078651685393282e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.800000000000000377e-02
-5.617977528089888040e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.029999999999999943e-01
-5.898876404494382086e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.069999999999999979e-01
-6.320224719101123867e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.130000000000000032e-01
-6.601123595505617914e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.160000000000000059e-01
-6.882022471910113381e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.199999999999999956e-01
-7.162921348314607428e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.239999999999999991e-01
-7.443820224719101475e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.280000000000000027e-01
-8.005617977528089568e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.340000000000000080e-01
-8.426966292134831349e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.390000000000000124e-01
-8.707865168539326817e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.439999999999999891e-01
-8.988764044943820863e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.469999999999999918e-01
-9.269662921348314910e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.499999999999999944e-01
-9.691011235955056691e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.549999999999999989e-01
-9.971910112359550737e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.590000000000000024e-01
-1.039325842696629252e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.620000000000000051e-01
-1.095505617977528203e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.680000000000000104e-01
-1.123595505617977608e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.729999999999999871e-01
-1.151685393258427013e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.769999999999999907e-01
-1.193820224719101191e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.819999999999999951e-01
-1.264044943820224773e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.880000000000000004e-01
-1.320224719101123583e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.950000000000000067e-01
-1.418539325842696712e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.049999999999999878e-01
-1.516853932584269842e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.159999999999999976e-01
-1.615168539325842687e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.240000000000000047e-01
-1.713483146067415817e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.330000000000000127e-01
-1.811797752808988946e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.419999999999999929e-01
-1.924157303370786565e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e-01
-1.994382022471910147e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.570000000000000062e-01
-2.092696629213483277e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.650000000000000133e-01
-2.176966292134831633e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.730000000000000204e-01
-2.289325842696629252e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.819999999999999729e-01
-2.401685393258427155e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.929999999999999827e-01
-2.514044943820224773e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.009999999999999898e-01
-2.626404494382022676e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.099999999999999978e-01
-2.710674157303370748e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.160000000000000031e-01
-2.823033707865168935e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.250000000000000111e-01
-2.991573033707865079e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.370000000000000218e-01
-3.075842696629213719e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.420000000000000262e-01
-3.188202247191011338e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.499999999999999778e-01
-3.328651685393258504e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01
-3.384831460674157597e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.659999999999999920e-01
-3.553370786516854309e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.760000000000000009e-01
-3.665730337078651928e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.840000000000000080e-01
-3.820224719101123583e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.950000000000000178e-01
-3.974719101123595806e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.040000000000000258e-01
-4.115168539325842971e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.139999999999999791e-01
-4.185393258426966554e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.169999999999999818e-01
-4.339887640449438209e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.259999999999999898e-01
-4.480337078651685374e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.359999999999999987e-01
-4.634831460674157597e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.470000000000000084e-01
-4.676966292134831633e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.520000000000000129e-01
-4.775280898876404763e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.600000000000000200e-01
-4.887640449438202381e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.680000000000000271e-01
-5.084269662921348640e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.809999999999999831e-01
-5.154494382022471655e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.849999999999999867e-01
-5.280898876404494331e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.939999999999999947e-01
-5.421348314606741496e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.030000000000000027e-01
-5.561797752808988662e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.110000000000000098e-01
-5.603932584269663266e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.170000000000000151e-01
-2.480417754569190691e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.099999999999999672e-02
-2.872062663185378639e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.800000000000000294e-02
-3.263707571801566587e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000044e-02
-3.524804177545691886e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.700000000000000400e-02
-3.785900783289817184e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000666e-02
-4.177545691906005487e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.499999999999999722e-02
-4.438642297650130786e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.100000000000000255e-02
-4.699738903394256084e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.599999999999999312e-02
-4.960835509138381383e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.199999999999999845e-02
-5.221932114882506681e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.400000000000000022e-02
-5.613577023498694274e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01
-5.874673629242819572e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.049999999999999961e-01
-6.266318537859007876e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.089999999999999997e-01
-6.527415143603133174e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.130000000000000032e-01
-6.788511749347257762e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.170000000000000068e-01
-7.049608355091383771e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.209999999999999964e-01
-7.571801566579634368e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.260000000000000009e-01
-7.702349869451697373e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.290000000000000036e-01
-8.093994778067884965e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.330000000000000071e-01
-8.355091383812010974e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.380000000000000115e-01
-8.746736292428198567e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.419999999999999873e-01
-9.268929503916449164e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.469999999999999918e-01
-9.530026109660573752e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.509999999999999953e-01
-9.921671018276762766e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.549999999999999989e-01
-1.031331592689295036e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000033e-01
-1.070496083550913795e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.630000000000000060e-01
-1.109660574412532554e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.670000000000000095e-01
-1.148825065274151456e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.719999999999999862e-01
-1.187989556135770215e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.769999999999999907e-01
-1.227154046997388974e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.809999999999999942e-01
-1.266318537859007876e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.849999999999999978e-01
-1.279373368146214034e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.880000000000000004e-01
-1.318537859007832935e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.910000000000000031e-01
-1.357702349869451552e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.960000000000000075e-01
-1.436031331592689355e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.030000000000000138e-01
-1.527415143603133174e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.129999999999999949e-01
-1.631853785900783294e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.220000000000000029e-01
-1.710182767624020812e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000100e-01
-1.853785900783289833e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.419999999999999929e-01
-1.906005221932114750e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.469999999999999973e-01
-2.023498694516971170e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.570000000000000062e-01
-2.101827676240208973e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.640000000000000124e-01
-2.206266318537859092e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.730000000000000204e-01
-2.310704960835509212e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.819999999999999729e-01
-2.441253263707571648e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.919999999999999818e-01
-2.519582245430809451e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.979999999999999871e-01
-2.650130548302872171e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.089999999999999969e-01
-2.728459530026109405e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.150000000000000022e-01
-2.885117493472585011e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.260000000000000120e-01
-3.015665796344647447e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.360000000000000209e-01
-3.093994778067885250e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.410000000000000253e-01
-3.224543080939947686e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.509999999999999787e-01
-3.328981723237598089e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.589999999999999858e-01
-3.459530026109660525e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.679999999999999938e-01
-3.563968668407310361e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01
-3.694516971279373365e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.840000000000000080e-01
-3.825065274151435801e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.930000000000000160e-01
-3.981723237597911407e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.030000000000000249e-01
-4.086161879895561242e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.089999999999999747e-01
-4.334203655352480382e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.219999999999999862e-01
-4.425587467362923917e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.289999999999999925e-01
-4.477806788511749119e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.329999999999999960e-01
-4.621409921671018424e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.450000000000000067e-01
-4.725848563968668259e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.520000000000000129e-01
-4.921671018276762197e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.650000000000000244e-01
-4.986945169712793700e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.699999999999999734e-01
-5.078328981723237234e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.769999999999999796e-01
-5.208877284595299670e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.879999999999999893e-01
-2.334152334152334163e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.900000000000000189e-02
-2.579852579852580163e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.299999999999999850e-02
-2.825552825552825809e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000117e-02
-3.194103194103194454e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.199999999999999956e-02
-3.562653562653562744e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000311e-02
-3.685503685503685745e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000666e-02
-3.931203931203931745e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.399999999999999634e-02
-4.176904176904177035e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.799999999999999989e-02
-4.299754299754300035e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.200000000000000344e-02
-4.545454545454546036e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.699999999999999400e-02
-4.791154791154791326e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.199999999999999845e-02
-5.036855036855037326e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.500000000000000111e-02
-5.405405405405405617e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01
-5.651105651105651617e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.039999999999999952e-01
-6.019656019656019907e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.089999999999999997e-01
-6.265356265356265908e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.130000000000000032e-01
-6.511056511056511908e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.160000000000000059e-01
-6.879606879606879488e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.209999999999999964e-01
-7.616707616707617490e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.320000000000000062e-01
-8.108108108108108070e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.370000000000000107e-01
-8.353808353808354070e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.409999999999999865e-01
-8.845208845208846071e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.469999999999999918e-01
